Stimulus,TargetScore,features,params,p_values,params_significant,Cluster,Time Period,Frequency,Estimator_x,Estimator_y,SHAP_value
Senryu,Moved,"CL3_(5, 10)_theta",0.0024505198083708,0.9561712466697386,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,-5.920891861667819e-05
Senryu,Originality,"CL3_(5, 10)_theta",-0.0613494040459771,0.170073637693865,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,-0.0003334021368752282
Senryu,Creativity,"CL3_(5, 10)_theta",-0.0948530934684292,0.2069363440988264,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,0.0
Control,Aesthetic_Appeal,"CL3_(5, 10)_theta",0.0660758952699352,0.16046648377442,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,0.0017158228490499854
Control,Vivid_Imagery,"CL3_(5, 10)_theta",0.0819921627604159,0.0778028950015376,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,0.00017574583087148708
Control,Moved,"CL3_(5, 10)_theta",0.0445966499939064,0.3522406843874913,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,0.0004376537468062069
Control,Originality,"CL3_(5, 10)_theta",-0.0149629233324235,0.7536738671990525,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,1.0491612419158003e-06
Control,Creativity,"CL3_(5, 10)_theta",-0.0650233966381712,0.4249453226394961,0.0,CL3,"(5, 10)",theta,Linear,LightGBM,0.00010158195565468499
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_alpha",0.2816947832839065,0.0001918696503782,0.2816947832839065,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.0003870545286722724
Haiku,Vivid_Imagery,"CL4_(-4, 0)_alpha",0.1335996343591498,0.0794361196162914,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.06614177654975599
Haiku,Moved,"CL4_(-4, 0)_alpha",0.1768496884905137,0.1777740860783431,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.0019162398085530933
Haiku,Originality,"CL4_(-4, 0)_alpha",0.2468344323261068,0.0619036686462032,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,-0.00016222994343921416
Haiku,Creativity,"CL4_(-4, 0)_alpha",0.3000924498219716,0.0219242531951646,0.3000924498219716,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.003510440994553948
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_alpha",0.2779966192469805,0.0133978321381589,0.2779966192469805,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.023226067368892968
Senryu,Vivid_Imagery,"CL4_(-4, 0)_alpha",0.0119963817617683,0.9133809723438884,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.0001860359468966094
Senryu,Moved,"CL4_(-4, 0)_alpha",0.1388786201539779,0.0296519620929628,0.1388786201539779,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.00019160854086068863
Senryu,Originality,"CL4_(-4, 0)_alpha",0.0048011483119942,0.9401244589940386,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.0009437868963155033
Senryu,Creativity,"CL4_(-4, 0)_alpha",0.0682263952909207,0.538515783689171,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.0004327479951594621
Control,Aesthetic_Appeal,"CL4_(-4, 0)_alpha",-0.0705259998072228,0.3112269803603034,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.025505244096757033
Control,Vivid_Imagery,"CL4_(-4, 0)_alpha",-0.1248243033736126,0.0700467883700518,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.00023113753978749578
Control,Moved,"CL4_(-4, 0)_alpha",-0.0015554359677991,0.9825859439305108,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,-0.0020478087052106853
Control,Originality,"CL4_(-4, 0)_alpha",-0.036107268121534,0.608587532010256,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.0
Control,Creativity,"CL4_(-4, 0)_alpha",-0.0323750334677355,0.789697709094002,0.0,CL4,"(-4, 0)",alpha,Linear,LightGBM,0.0014779735252252138
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_beta",-0.1177157899452636,0.2447234432962469,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,-0.0029265717061994624
Haiku,Vivid_Imagery,"CL4_(-4, 0)_beta",-0.0849420033527421,0.4069756801001017,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.1090931421322253
Haiku,Moved,"CL4_(-4, 0)_beta",-0.0700795544857007,0.6887710011200305,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.0011355894435076202
Haiku,Originality,"CL4_(-4, 0)_beta",0.1307886509714377,0.455429955829741,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.027695564212291482
Haiku,Creativity,"CL4_(-4, 0)_beta",0.1270615055711656,0.4667906515196363,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,-0.0019537504081282827
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_beta",0.1873564981008759,0.206337246402681,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.02315254450300651
Senryu,Vivid_Imagery,"CL4_(-4, 0)_beta",0.078294231688877,0.6005294273324165,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.01393106737459214
Senryu,Moved,"CL4_(-4, 0)_beta",-0.0019897896199258,0.9812588802283014,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,9.206816274347779e-05
Senryu,Originality,"CL4_(-4, 0)_beta",0.1027092393288632,0.226736966573862,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.0016813726471614746
Senryu,Creativity,"CL4_(-4, 0)_beta",0.26634717646493,0.0703887165750993,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.0015362723707675451
Control,Aesthetic_Appeal,"CL4_(-4, 0)_beta",-0.0069955702188508,0.9389663975241854,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.038272912200476635
Control,Vivid_Imagery,"CL4_(-4, 0)_beta",0.0963122061639791,0.287370442958475,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.009440414578648498
Control,Moved,"CL4_(-4, 0)_beta",-0.0447540563726825,0.6318394749555121,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,-0.009869458394834746
Control,Originality,"CL4_(-4, 0)_beta",0.0546315266883659,0.5561321705912476,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.029168490782848954
Control,Creativity,"CL4_(-4, 0)_beta",-0.2584652450350673,0.115575327447747,0.0,CL4,"(-4, 0)",beta,Linear,LightGBM,0.0031078444480589986
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_delta",0.010287491692543,0.8435533907700057,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL4_(-4, 0)_delta",0.0840834516601537,0.1118970938808942,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.05203370468821828
Haiku,Moved,"CL4_(-4, 0)_delta",0.1626721099150255,0.0734680620474755,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,-0.0006148912563756969
Haiku,Originality,"CL4_(-4, 0)_delta",0.0518905090159411,0.563131061640405,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,-0.0032241401550086365
Haiku,Creativity,"CL4_(-4, 0)_delta",0.1276621330133324,0.1567723403381771,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.0
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_delta",-0.1654277620364885,0.0577592979984953,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.0031282056532106074
Senryu,Vivid_Imagery,"CL4_(-4, 0)_delta",-0.0721814201470087,0.4127307540784364,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,-0.0007330540242154761
Senryu,Moved,"CL4_(-4, 0)_delta",-0.0580984728174666,0.2454748029674601,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,-0.0004915701489121476
Senryu,Originality,"CL4_(-4, 0)_delta",-0.003767951023312,0.9402345398544238,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.00010810422039560246
Senryu,Creativity,"CL4_(-4, 0)_delta",0.0249706947562231,0.7719124409619387,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.0
Control,Aesthetic_Appeal,"CL4_(-4, 0)_delta",-0.0700195061241997,0.2245201583001094,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.05888260525775433
Control,Vivid_Imagery,"CL4_(-4, 0)_delta",-0.0758624046166959,0.1791378846661353,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,-1.120218948846394e-05
Control,Moved,"CL4_(-4, 0)_delta",-0.0839451243607587,0.1536823295401181,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,-4.3920231100044774e-05
Control,Originality,"CL4_(-4, 0)_delta",-0.0757294050164776,0.1929779237785387,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.0
Control,Creativity,"CL4_(-4, 0)_delta",-0.127192806128046,0.2275259254941556,0.0,CL4,"(-4, 0)",delta,Linear,LightGBM,0.00158915684118983
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_lower gamma",0.1354773271485323,0.1100810138600369,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,0.0001040581111766375
Haiku,Vivid_Imagery,"CL4_(-4, 0)_lower gamma",0.0559650561297605,0.5140150121205084,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-0.017388591636986753
Haiku,Moved,"CL4_(-4, 0)_lower gamma",0.1019514663111823,0.4840350068502007,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-0.0007544637122204971
Haiku,Originality,"CL4_(-4, 0)_lower gamma",-0.0510109724919664,0.7314983086908606,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-0.006055091882182733
Haiku,Creativity,"CL4_(-4, 0)_lower gamma",0.1197179987719158,0.4174850792261856,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-8.170532856420118e-07
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_lower gamma",0.0406245898001287,0.7655026369816356,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,0.031815803025044775
Senryu,Vivid_Imagery,"CL4_(-4, 0)_lower gamma",0.0171832681043783,0.9014838729789976,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-0.00012351208130839913
Senryu,Moved,"CL4_(-4, 0)_lower gamma",-0.0317417402355146,0.6867672696575768,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,3.870804156536343e-05
Senryu,Originality,"CL4_(-4, 0)_lower gamma",-0.1289114941153142,0.1023651102968777,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,0.0026822103406598176
Senryu,Creativity,"CL4_(-4, 0)_lower gamma",-0.1285585214734317,0.3508064967603436,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,9.046143024308446e-05
Control,Aesthetic_Appeal,"CL4_(-4, 0)_lower gamma",-0.0328280029487695,0.6860940344457057,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-0.007837769546432269
Control,Vivid_Imagery,"CL4_(-4, 0)_lower gamma",-0.0925566679988084,0.2483582745934797,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,8.543084110780939e-05
Control,Moved,"CL4_(-4, 0)_lower gamma",0.0057322794925596,0.9446884554308664,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-0.00021176856378318345
Control,Originality,"CL4_(-4, 0)_lower gamma",-0.074281826708946,0.3672035064980051,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,-0.003984703746778633
Control,Creativity,"CL4_(-4, 0)_lower gamma",0.0665531880839623,0.6401456997806562,0.0,CL4,"(-4, 0)",lower gamma,Linear,LightGBM,0.002405572236865103
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_theta",-0.0695192647732536,0.2905845247447504,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL4_(-4, 0)_theta",-0.0593296787302307,0.3723137757792583,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,0.02418410284262077
Haiku,Moved,"CL4_(-4, 0)_theta",-0.108925176230957,0.3364871660050447,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,-0.00015737252897243885
Haiku,Originality,"CL4_(-4, 0)_theta",-0.1497191843270732,0.1931499128494366,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,-0.00033854362893798125
Haiku,Creativity,"CL4_(-4, 0)_theta",-0.2881969411229197,0.0123601300212456,-0.2881969411229197,CL4,"(-4, 0)",theta,Linear,LightGBM,2.9592429855136492e-05
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_theta",0.0918528262074805,0.2738845937365066,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,0.0028523860427341254
Senryu,Vivid_Imagery,"CL4_(-4, 0)_theta",0.0597134975445401,0.4674769426917422,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,0.0007550218321415872
Senryu,Moved,"CL4_(-4, 0)_theta",0.0393026563899161,0.4108400675015352,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,8.452112351625483e-05
Senryu,Originality,"CL4_(-4, 0)_theta",0.0278686552058953,0.5608536075031867,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,9.054707233029044e-05
Senryu,Creativity,"CL4_(-4, 0)_theta",0.0016485342245223,0.984088595530375,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,-0.0003364865106281123
Control,Aesthetic_Appeal,"CL4_(-4, 0)_theta",-0.0480892079560929,0.3574661480200747,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,0.023989713999430284
Control,Vivid_Imagery,"CL4_(-4, 0)_theta",-0.0484902984378143,0.3429597805361555,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,3.847474056804927e-07
Control,Moved,"CL4_(-4, 0)_theta",-0.0645743173824867,0.2271427893453517,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,0.004265183029402433
Control,Originality,"CL4_(-4, 0)_theta",0.0397961973549453,0.4501549306225491,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,0.0
Control,Creativity,"CL4_(-4, 0)_theta",0.0184117755008964,0.8419410819880088,0.0,CL4,"(-4, 0)",theta,Linear,LightGBM,-0.0004433836027204475
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_alpha",-0.0389403200316853,0.5751631180734437,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.00041448204066448164
Haiku,Vivid_Imagery,"CL4_(0, 5)_alpha",-0.0256752373232666,0.7140320364467798,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0004004875610365791
Haiku,Moved,"CL4_(0, 5)_alpha",0.0757413394353241,0.5327212521233764,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0021709837275940658
Haiku,Originality,"CL4_(0, 5)_alpha",-0.0005040198451602,0.9966527211494252,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0008614922755117733
Haiku,Creativity,"CL4_(0, 5)_alpha",0.0205955669003077,0.8635630960990486,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,-0.00019892839946315013
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_alpha",0.1387160109693731,0.2850576134253085,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.012139843114451866
Senryu,Vivid_Imagery,"CL4_(0, 5)_alpha",0.072498355717801,0.5771625056013006,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,-1.167786057862859e-07
Senryu,Moved,"CL4_(0, 5)_alpha",0.1076661874997177,0.1495841532761487,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0006007747861605304
Senryu,Originality,"CL4_(0, 5)_alpha",0.1203790750976841,0.1068535820677191,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0018130710098347472
Senryu,Creativity,"CL4_(0, 5)_alpha",0.2395551806007687,0.0630499214715369,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0009053966097604688
Control,Aesthetic_Appeal,"CL4_(0, 5)_alpha",0.1188763381331207,0.107934398540586,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.015510418836039108
Control,Vivid_Imagery,"CL4_(0, 5)_alpha",-0.0060960944820097,0.933641017859516,0.0,CL4,"(0, 5)",alpha,Linear,LightGBM,0.00011272033897032648
Control,Moved,"CL4_(0, 5)_alpha",0.1865886463142471,0.0137584055265713,0.1865886463142471,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0032915233232060728
Control,Originality,"CL4_(0, 5)_alpha",0.2650970054428505,0.0004128987630143,0.2650970054428505,CL4,"(0, 5)",alpha,Linear,LightGBM,-5.854787066608389e-05
Control,Creativity,"CL4_(0, 5)_alpha",0.4417412945777997,0.0007139680298999,0.4417412945777997,CL4,"(0, 5)",alpha,Linear,LightGBM,0.0005082403826753972
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_beta",-0.1799617139093522,0.0898091448588951,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,-0.005163660218059524
Haiku,Vivid_Imagery,"CL4_(0, 5)_beta",-0.0568317757889766,0.5960247955999891,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,0.07693452161119499
Haiku,Moved,"CL4_(0, 5)_beta",-0.3781628724861364,0.0368833807179868,-0.3781628724861364,CL4,"(0, 5)",beta,Linear,LightGBM,0.002210910164068627
Haiku,Originality,"CL4_(0, 5)_beta",-0.5939066257705853,0.0011342703377632,-0.5939066257705853,CL4,"(0, 5)",beta,Linear,LightGBM,0.021392361217057062
Haiku,Creativity,"CL4_(0, 5)_beta",-0.5456011372352584,0.0026733298376707,-0.5456011372352584,CL4,"(0, 5)",beta,Linear,LightGBM,-0.00015832559423602344
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_beta",-0.224051946757552,0.211823933664552,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,0.004876967137819328
Senryu,Vivid_Imagery,"CL4_(0, 5)_beta",-0.1028060677110002,0.568837811772269,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,-5.809278256909329e-06
Senryu,Moved,"CL4_(0, 5)_beta",-0.1090489794033603,0.2920609704663192,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,0.00017818757260595224
Senryu,Originality,"CL4_(0, 5)_beta",-0.1546818229698467,0.1358515824421087,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,9.082485979695367e-05
Senryu,Creativity,"CL4_(0, 5)_beta",0.0031352656784967,0.9860087478360804,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,-0.00016507011268878895
Control,Aesthetic_Appeal,"CL4_(0, 5)_beta",-0.217491809954299,0.0484090729008785,-0.217491809954299,CL4,"(0, 5)",beta,Linear,LightGBM,0.007646976019856557
Control,Vivid_Imagery,"CL4_(0, 5)_beta",-0.0559823731425586,0.6075253817834285,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,-0.00018634819072312195
Control,Moved,"CL4_(0, 5)_beta",-0.1726418570862083,0.1241929983355805,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,0.0055141738187632575
Control,Originality,"CL4_(0, 5)_beta",-0.1140193677861325,0.3075354533217684,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,0.02913337318117072
Control,Creativity,"CL4_(0, 5)_beta",-0.1222973103720278,0.5301051748215833,0.0,CL4,"(0, 5)",beta,Linear,LightGBM,0.008177749127698532
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_delta",0.0039346028611812,0.9380071444782356,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL4_(0, 5)_delta",0.0019175511035427,0.9699370537541344,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,0.017573887579882895
Haiku,Moved,"CL4_(0, 5)_delta",-0.0396367526000664,0.6467097802466357,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,0.0006925915206511152
Haiku,Originality,"CL4_(0, 5)_delta",-0.0592998107564077,0.4983901728959005,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,-0.0014307468842110565
Haiku,Creativity,"CL4_(0, 5)_delta",-0.0692775919465657,0.423632523471729,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,0.0003193832418984501
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_delta",-0.1590907440170446,0.1141648223908952,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,0.003629200916033114
Senryu,Vivid_Imagery,"CL4_(0, 5)_delta",-0.0875735959937072,0.3797659063202278,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,0.0
Senryu,Moved,"CL4_(0, 5)_delta",-0.0606401437761898,0.2890439718061038,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,6.289620469469127e-05
Senryu,Originality,"CL4_(0, 5)_delta",-0.0785248707865075,0.1708283641689189,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,0.0002002262313242065
Senryu,Creativity,"CL4_(0, 5)_delta",-0.1345888729293916,0.1731759065114613,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,4.4424981235099546e-08
Control,Aesthetic_Appeal,"CL4_(0, 5)_delta",-0.152215895482414,0.0059448596670139,-0.152215895482414,CL4,"(0, 5)",delta,Linear,LightGBM,-0.00017750006918130793
Control,Vivid_Imagery,"CL4_(0, 5)_delta",-0.0248231698494871,0.6468230566059561,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,-2.5810859755363652e-05
Control,Moved,"CL4_(0, 5)_delta",-0.1439831393480768,0.0112358480329807,-0.1439831393480768,CL4,"(0, 5)",delta,Linear,LightGBM,0.00025562722243431605
Control,Originality,"CL4_(0, 5)_delta",-0.0913301769413836,0.1018291713021676,0.0,CL4,"(0, 5)",delta,Linear,LightGBM,2.4603070061905928e-05
Control,Creativity,"CL4_(0, 5)_delta",-0.285227423236324,0.0044599649888467,-0.285227423236324,CL4,"(0, 5)",delta,Linear,LightGBM,0.00037548532014469596
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_lower gamma",0.1602883795522494,0.1011649758689768,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,-0.002136572677168304
Haiku,Vivid_Imagery,"CL4_(0, 5)_lower gamma",0.0216548058833745,0.8265747617061547,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,0.022612170554797164
Haiku,Moved,"CL4_(0, 5)_lower gamma",0.1446263227428032,0.3879400066239359,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,-0.001855015886453389
Haiku,Originality,"CL4_(0, 5)_lower gamma",0.4446828697956531,0.0097371683063202,0.4446828697956531,CL4,"(0, 5)",lower gamma,Linear,LightGBM,-0.08171131705769479
Haiku,Creativity,"CL4_(0, 5)_lower gamma",0.2458838125146094,0.1509395529107319,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,-0.009215218011002408
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_lower gamma",0.014178357785816,0.9336644925183204,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,0.016162623245370572
Senryu,Vivid_Imagery,"CL4_(0, 5)_lower gamma",0.0110235436320779,0.9484362854373208,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,3.699166398039296e-05
Senryu,Moved,"CL4_(0, 5)_lower gamma",0.0842785661366457,0.3874872322489906,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,-0.00010013075961649479
Senryu,Originality,"CL4_(0, 5)_lower gamma",0.0315206377631761,0.7468542419024862,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,0.0006257223491002475
Senryu,Creativity,"CL4_(0, 5)_lower gamma",-0.0931268809751962,0.5909568709539019,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,0.0053825750647735135
Control,Aesthetic_Appeal,"CL4_(0, 5)_lower gamma",-0.2005126777905917,0.043066644991616,-0.2005126777905917,CL4,"(0, 5)",lower gamma,Linear,LightGBM,0.0014639803559044068
Control,Vivid_Imagery,"CL4_(0, 5)_lower gamma",-0.2507591330046268,0.0106011910715641,-0.2507591330046268,CL4,"(0, 5)",lower gamma,Linear,LightGBM,0.0004140293391324245
Control,Moved,"CL4_(0, 5)_lower gamma",-0.2122886349583871,0.0355638981771283,-0.2122886349583871,CL4,"(0, 5)",lower gamma,Linear,LightGBM,-0.0020312350214177675
Control,Originality,"CL4_(0, 5)_lower gamma",-0.0494197852418184,0.6235516745427305,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,-0.0004944986569860347
Control,Creativity,"CL4_(0, 5)_lower gamma",-0.0685778672766925,0.6938348507243555,0.0,CL4,"(0, 5)",lower gamma,Linear,LightGBM,0.0021401599697516696
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_theta",0.1063958183906778,0.1167863173784934,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,0.0064856337928605855
Haiku,Vivid_Imagery,"CL4_(0, 5)_theta",0.0509529082415769,0.4568194047302027,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,0.013334266893982675
Haiku,Moved,"CL4_(0, 5)_theta",-0.0567295362748254,0.6284067107711024,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,0.001490746542716639
Haiku,Originality,"CL4_(0, 5)_theta",0.3183742787347851,0.0068199618798154,0.3183742787347851,CL4,"(0, 5)",theta,Linear,LightGBM,0.007657653224064017
Haiku,Creativity,"CL4_(0, 5)_theta",0.2371321529709922,0.042104930233082,0.2371321529709922,CL4,"(0, 5)",theta,Linear,LightGBM,0.002214239093905112
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_theta",0.2304299854990137,0.0573855871435004,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,0.014248891973926883
Senryu,Vivid_Imagery,"CL4_(0, 5)_theta",0.0951001716078923,0.4328855468805336,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,-7.183191237920765e-06
Senryu,Moved,"CL4_(0, 5)_theta",-0.0625635986791436,0.3626088402706123,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,0.00014877799926686324
Senryu,Originality,"CL4_(0, 5)_theta",0.049882421273401,0.4672556197596841,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,0.0005865048508259918
Senryu,Creativity,"CL4_(0, 5)_theta",-0.0116419278817296,0.9210875479714647,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,4.0945141883618285e-06
Control,Aesthetic_Appeal,"CL4_(0, 5)_theta",-0.0604215358071597,0.3511018658351916,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,-0.007942948031491813
Control,Vivid_Imagery,"CL4_(0, 5)_theta",-0.1317680643363863,0.0391021803386379,-0.1317680643363863,CL4,"(0, 5)",theta,Linear,LightGBM,-0.00039938659153764764
Control,Moved,"CL4_(0, 5)_theta",-0.0807059023713297,0.2207245670483403,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,-0.0010034133881174426
Control,Originality,"CL4_(0, 5)_theta",-0.056707633277679,0.3846474385513793,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,0.0
Control,Creativity,"CL4_(0, 5)_theta",-0.2031286896306058,0.0754705400731007,0.0,CL4,"(0, 5)",theta,Linear,LightGBM,-0.0002121791232607699
Haiku,Aesthetic_Appeal,"CL4_(5, 10)_alpha",0.0293891765107141,0.6564951632052698,0.0,CL4,"(5, 10)",alpha,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL4_(5, 10)_alpha",-0.0479216279417469,0.4727003000665684,0.0,CL4,"(5, 10)",alpha,Linear,LightGBM,0.030438843386567924
Haiku,Moved,"CL4_(5, 10)_alpha",0.190999302735231,0.0954160278741403,0.0,CL4,"(5, 10)",alpha,Linear,LightGBM,0.006833740481982059
