Stimulus,TargetScore,features,params,p_values,params_significant,Cluster,Time Period,Frequency,Estimator_x,Estimator_y,SHAP_value
Senryu,Vivid_Imagery,"CL2_(0, 5)_delta",-0.0322742137569403,0.676071161497521,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,0.0017264620302504148
Senryu,Moved,"CL2_(0, 5)_delta",0.0565769201218425,0.2219234838209307,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,3.604226743379448e-05
Senryu,Originality,"CL2_(0, 5)_delta",0.0441194916707297,0.3457675668879082,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,-6.676107375889251e-05
Senryu,Creativity,"CL2_(0, 5)_delta",0.0768073722789707,0.3165638252277029,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,-0.0008010777377322443
Control,Aesthetic_Appeal,"CL2_(0, 5)_delta",0.1110889475595657,0.1280051283770933,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,0.029175312463686674
Control,Vivid_Imagery,"CL2_(0, 5)_delta",-0.0065334162290653,0.9266286954821652,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,0.0003791656859987059
Control,Moved,"CL2_(0, 5)_delta",0.1509401988901947,0.0410424106600269,0.1509401988901947,CL2,"(0, 5)",delta,Linear,LightGBM,0.0032555570312662887
Control,Originality,"CL2_(0, 5)_delta",0.0589789075040519,0.4133888762362582,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,0.0
Control,Creativity,"CL2_(0, 5)_delta",0.1375218870766646,0.2654410868839175,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,0.0003474738287652682
Haiku,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",0.0392683756128945,0.5974090503459402,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-3.09911964862284e-05
Haiku,Vivid_Imagery,"CL2_(0, 5)_lower gamma",-0.0519570321375383,0.490038894117626,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-0.01272698806217137
Haiku,Moved,"CL2_(0, 5)_lower gamma",0.1636691463491704,0.2270974830967013,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.0015900409547655108
Haiku,Originality,"CL2_(0, 5)_lower gamma",0.07910058041349,0.5516048677852954,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.0013776098659031401
Haiku,Creativity,"CL2_(0, 5)_lower gamma",0.0512692649740911,0.6993009166450884,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.0014168619313082798
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",0.2272844906978867,0.1217385798239449,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-0.013872885914643814
Senryu,Vivid_Imagery,"CL2_(0, 5)_lower gamma",0.0957878575449411,0.5142126259195667,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,4.341735005916207e-05
Senryu,Moved,"CL2_(0, 5)_lower gamma",0.186233143689375,0.0224338331782627,0.186233143689375,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-1.3407583354720328e-05
Senryu,Originality,"CL2_(0, 5)_lower gamma",0.1850429934574169,0.0232735735903168,0.1850429934574169,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.0004595165718985491
Senryu,Creativity,"CL2_(0, 5)_lower gamma",0.3778401178228131,0.0077124507799976,0.3778401178228131,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.0002570701737510218
Control,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",0.0244820191303083,0.7791153176372129,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-0.002782190310601654
Control,Vivid_Imagery,"CL2_(0, 5)_lower gamma",0.025107322808108,0.7694027243196866,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-0.0001312087711666046
Control,Moved,"CL2_(0, 5)_lower gamma",0.1100370065535953,0.2130204470989439,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.0016096257210956332
Control,Originality,"CL2_(0, 5)_lower gamma",0.1064915285369329,0.227279308447224,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-0.001213258373008422
Control,Creativity,"CL2_(0, 5)_lower gamma",0.1815788548780554,0.2341087318463922,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-0.0020618112127109944
Haiku,Aesthetic_Appeal,"CL2_(0, 5)_theta",0.0489299816113188,0.5440066324185673,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL2_(0, 5)_theta",-0.1264452412341167,0.1268140346322167,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.06408989933421336
Haiku,Moved,"CL2_(0, 5)_theta",-0.0917867867802953,0.5053212466382195,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-0.002566580175973783
Haiku,Originality,"CL2_(0, 5)_theta",0.0775185151126878,0.5729725481894075,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.00356108329033237
Haiku,Creativity,"CL2_(0, 5)_theta",0.1875015506251624,0.1554172843227633,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-6.880090666828508e-06
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_theta",-0.2062586876266596,0.0482551976158499,-0.2062586876266596,CL2,"(0, 5)",theta,Linear,LightGBM,0.003183098978702244
Senryu,Vivid_Imagery,"CL2_(0, 5)_theta",0.0055192873297924,0.9571091435992568,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.0
Senryu,Moved,"CL2_(0, 5)_theta",-0.0680091757835103,0.2633702454979567,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-0.0002597371557396394
Senryu,Originality,"CL2_(0, 5)_theta",-0.0993391964261312,0.1038780975951749,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,2.6296321057709698e-05
Senryu,Creativity,"CL2_(0, 5)_theta",-0.0803654025703177,0.4437250590935203,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.00015179862836829617
Control,Aesthetic_Appeal,"CL2_(0, 5)_theta",-0.0844026400273593,0.4718680588831039,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-0.0004028451818476976
Control,Vivid_Imagery,"CL2_(0, 5)_theta",-0.0872986361169249,0.4475229059533878,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.0006487883317305043
Control,Moved,"CL2_(0, 5)_theta",-0.2132946951504418,0.0723441041569601,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,8.038475110614073e-05
Control,Originality,"CL2_(0, 5)_theta",-0.1369801327119102,0.2402547007721621,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.001463027274287029
Control,Creativity,"CL2_(0, 5)_theta",-0.2627143434416688,0.1724876993325822,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.0003666830881719773
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_alpha",0.1850007173754103,0.0683436862071996,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,-2.2142730791746023e-06
Haiku,Vivid_Imagery,"CL2_(5, 10)_alpha",0.0455093215937697,0.6544179409418347,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.006391356062319423
Haiku,Moved,"CL2_(5, 10)_alpha",0.135900995668137,0.4348792059369737,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.018583675144709544
Haiku,Originality,"CL2_(5, 10)_alpha",0.0905220931112719,0.6466277981643926,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.023116571509890833
Haiku,Creativity,"CL2_(5, 10)_alpha",0.1755440347263192,0.3529067302087778,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.002111698264839932
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_alpha",-0.2704582508400903,0.1298858402982643,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.0031154989856644207
Senryu,Vivid_Imagery,"CL2_(5, 10)_alpha",-0.1255109001236633,0.4891051986956569,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.001150423745094815
Senryu,Moved,"CL2_(5, 10)_alpha",-0.0907249045041041,0.381695292655506,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.0003118751601629506
Senryu,Originality,"CL2_(5, 10)_alpha",-0.1440154667907512,0.164387257656899,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,6.26703719515041e-06
Senryu,Creativity,"CL2_(5, 10)_alpha",-0.1488706201620509,0.4013619500018578,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,-9.914313339942312e-05
Control,Aesthetic_Appeal,"CL2_(5, 10)_alpha",0.2698278590729703,5.689792479959109e-05,0.2698278590729703,CL2,"(5, 10)",alpha,Linear,LightGBM,0.0002686450643407676
Control,Vivid_Imagery,"CL2_(5, 10)_alpha",0.1812541330138965,0.0067013278615238,0.1812541330138965,CL2,"(5, 10)",alpha,Linear,LightGBM,9.788839010853317e-05
Control,Moved,"CL2_(5, 10)_alpha",0.2673703944774289,9.069107788362344e-05,0.2673703944774289,CL2,"(5, 10)",alpha,Linear,LightGBM,-0.0006132857305830313
Control,Originality,"CL2_(5, 10)_alpha",0.2974398337779146,1.1033935559032482e-05,0.2974398337779146,CL2,"(5, 10)",alpha,Linear,LightGBM,6.054168119581265e-05
Control,Creativity,"CL2_(5, 10)_alpha",0.398025146881011,0.0005863494808443,0.398025146881011,CL2,"(5, 10)",alpha,Linear,LightGBM,0.00025501132888598076
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_beta",-0.135055118759711,0.1418807186731864,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,0.0008787834388945871
Haiku,Vivid_Imagery,"CL2_(5, 10)_beta",-0.0120489679065838,0.8957623102495036,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-0.006606651171305148
Haiku,Moved,"CL2_(5, 10)_beta",-0.169213478752765,0.2814155376252701,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-0.0004471626035849904
Haiku,Originality,"CL2_(5, 10)_beta",-0.1927286125434334,0.2453358780361905,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,0.0007949188664427265
Haiku,Creativity,"CL2_(5, 10)_beta",-0.3089048112269091,0.046858506318305,-0.3089048112269091,CL2,"(5, 10)",beta,Linear,LightGBM,0.0007354520668034964
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_beta",-0.1702850860957316,0.4378277784997421,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,0.0015344118111952642
Senryu,Vivid_Imagery,"CL2_(5, 10)_beta",0.0009989322282888,0.9963026705998134,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-1.7805375457428643e-05
Senryu,Moved,"CL2_(5, 10)_beta",-0.0497957905007013,0.6832128849200138,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,9.525720921951408e-06
Senryu,Originality,"CL2_(5, 10)_beta",-0.0163735707373127,0.8928944345960186,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,0.00014336182410788637
Senryu,Creativity,"CL2_(5, 10)_beta",-0.2204532179242609,0.2922592942045591,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-0.00019678822923595554
Control,Aesthetic_Appeal,"CL2_(5, 10)_beta",-0.3590992365804614,0.0002587285355809,-0.3590992365804614,CL2,"(5, 10)",beta,Linear,LightGBM,0.001922494361910399
Control,Vivid_Imagery,"CL2_(5, 10)_beta",-0.2236740730436664,0.021196865838539,-0.2236740730436664,CL2,"(5, 10)",beta,Linear,LightGBM,-0.00011394167972799264
Control,Moved,"CL2_(5, 10)_beta",-0.3815071935128782,0.0001545226745774,-0.3815071935128782,CL2,"(5, 10)",beta,Linear,LightGBM,9.058465784288085e-05
Control,Originality,"CL2_(5, 10)_beta",-0.3802761771770879,0.0001832800585921,-0.3802761771770879,CL2,"(5, 10)",beta,Linear,LightGBM,-8.018129647237093e-05
Control,Creativity,"CL2_(5, 10)_beta",-0.5988183768311652,0.0005667667964539,-0.5988183768311652,CL2,"(5, 10)",beta,Linear,LightGBM,0.009114904881180443
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_delta",-0.0355922358211576,0.6820650332293952,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.0006533150249318441
Haiku,Vivid_Imagery,"CL2_(5, 10)_delta",-0.0364473128464511,0.6761533750012803,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-0.006462735827526945
Haiku,Moved,"CL2_(5, 10)_delta",0.0629579833697946,0.6656702464776718,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.0009118151972171745
Haiku,Originality,"CL2_(5, 10)_delta",-0.1779294932313582,0.241860304670646,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.017890330292281573
Haiku,Creativity,"CL2_(5, 10)_delta",-0.1665652857775245,0.2818494545918929,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,3.5133247235541485e-05
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_delta",0.0851773816402675,0.3643807207316712,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-0.009869408599794318
Senryu,Vivid_Imagery,"CL2_(5, 10)_delta",0.1229360017692489,0.1577350458619847,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-0.0024180471425010236
Senryu,Moved,"CL2_(5, 10)_delta",0.0393077101936783,0.4510747909583815,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,2.9060279205242632e-05
Senryu,Originality,"CL2_(5, 10)_delta",-0.0265973080136735,0.6121406666840878,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.0022000460715186506
Senryu,Creativity,"CL2_(5, 10)_delta",-0.0066527687252306,0.9355131044289654,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.01192598562904684
Control,Aesthetic_Appeal,"CL2_(5, 10)_delta",0.0130487290733589,0.8714328824088157,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.005671849023379158
Control,Vivid_Imagery,"CL2_(5, 10)_delta",0.0614602279336141,0.4322899129823981,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.0008150523638413128
Control,Moved,"CL2_(5, 10)_delta",-0.0554466328523127,0.5697077075318302,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-0.0015787294227675895
Control,Originality,"CL2_(5, 10)_delta",-0.0232513978517606,0.7937665791078401,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-3.8457211315399086e-05
Control,Creativity,"CL2_(5, 10)_delta",-0.0132304372903128,0.9278786295703152,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,1.2576663596958594e-05
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",0.1444662114553432,0.0053428094291014,0.1444662114553432,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-0.001084801504715848
Haiku,Vivid_Imagery,"CL2_(5, 10)_lower gamma",0.037451242014538,0.4734366977490274,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.023368314755288316
Haiku,Moved,"CL2_(5, 10)_lower gamma",0.1821401988115754,0.0456905065626561,0.1821401988115754,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.0014850855091502783
Haiku,Originality,"CL2_(5, 10)_lower gamma",0.2097905561068575,0.0233560674803726,0.2097905561068575,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.001873483096451882
Haiku,Creativity,"CL2_(5, 10)_lower gamma",0.3111015132388477,0.000673379317956,0.3111015132388477,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.0016245841582372522
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",0.2587830227992332,0.0589469183283164,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-0.01805275582467105
Senryu,Vivid_Imagery,"CL2_(5, 10)_lower gamma",0.0261911572373075,0.8396981476977186,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-0.007398793668447583
Senryu,Moved,"CL2_(5, 10)_lower gamma",0.0633503553267697,0.394044579284376,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,7.520080592649378e-05
Senryu,Originality,"CL2_(5, 10)_lower gamma",0.0689095850077172,0.3511178531562495,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.000652943621723876
Senryu,Creativity,"CL2_(5, 10)_lower gamma",0.2363574928834888,0.0726249260583253,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,7.735495399426665e-05
Control,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",0.3088659131881119,7.403720157652767e-06,0.3088659131881119,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.000323272585775874
Control,Vivid_Imagery,"CL2_(5, 10)_lower gamma",0.1330711092352836,0.0512269268727008,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,1.7469884554080158e-05
Control,Moved,"CL2_(5, 10)_lower gamma",0.3190045833512513,4.754574761746738e-06,0.3190045833512513,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-0.0003319873320001975
Control,Originality,"CL2_(5, 10)_lower gamma",0.2765009831736574,7.807701420625515e-05,0.2765009831736574,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.0006803291122742822
Control,Creativity,"CL2_(5, 10)_lower gamma",0.5496624968541356,6.972083151244922e-06,0.5496624968541356,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-0.0033306421897415367
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_theta",-0.1526994915537856,0.2591963201086833,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-0.001038580457393431
Haiku,Vivid_Imagery,"CL2_(5, 10)_theta",-0.0480397704144802,0.7234597635963025,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.050708406422773765
Haiku,Moved,"CL2_(5, 10)_theta",-0.1787074479000929,0.4259520981108994,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.00023961405616270033
Haiku,Originality,"CL2_(5, 10)_theta",0.1721872105135435,0.4922602891456166,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.00039475410707404883
Haiku,Creativity,"CL2_(5, 10)_theta",0.118867626876439,0.6279675513241674,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.0
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_theta",0.2367417387531276,0.0973732783596817,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.004196678835312482
Senryu,Vivid_Imagery,"CL2_(5, 10)_theta",-0.0150006463747102,0.9124994229269028,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,4.693587515842833e-05
Senryu,Moved,"CL2_(5, 10)_theta",0.0606804408884078,0.4681374281089984,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,7.551137507890286e-05
Senryu,Originality,"CL2_(5, 10)_theta",0.1156015240541354,0.1680944683568638,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,2.9131919659548947e-05
Senryu,Creativity,"CL2_(5, 10)_theta",0.1734987950185041,0.2002721320129501,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.0
Control,Aesthetic_Appeal,"CL2_(5, 10)_theta",-0.0885662483279708,0.3756403497108856,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-0.00011946561392527308
Control,Vivid_Imagery,"CL2_(5, 10)_theta",-0.1466813040404919,0.1355879700298823,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.00038106821880244657
Control,Moved,"CL2_(5, 10)_theta",0.0318976922165413,0.7769980762576277,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.00017306619527875002
Control,Originality,"CL2_(5, 10)_theta",-0.0168419627738882,0.874212452890157,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-9.559427297561224e-05
Control,Creativity,"CL2_(5, 10)_theta",-0.0510816458589663,0.7703187623353148,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.0002105643162784088
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",0.046996915162751,0.4613729138380072,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,-0.0030174246841210292
Haiku,Vivid_Imagery,"CL3_(-4, 0)_alpha",-0.0330140365787542,0.6080054697329764,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.05332357329473975
Haiku,Moved,"CL3_(-4, 0)_alpha",-0.1904511979382655,0.0859368389365741,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.0010127052835285954
Haiku,Originality,"CL3_(-4, 0)_alpha",-0.2802316912541634,0.0125117183256384,-0.2802316912541634,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.007559934061021985
Haiku,Creativity,"CL3_(-4, 0)_alpha",-0.1007112962119217,0.3624496275772655,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.00986156006361252
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",-0.1030036879612391,0.3892453609328169,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.015557003769446286
Senryu,Vivid_Imagery,"CL3_(-4, 0)_alpha",-0.051991418869729,0.6614709166214459,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,-2.0614151926148007e-07
Senryu,Moved,"CL3_(-4, 0)_alpha",-0.0624436066902814,0.3679408637126071,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,4.544978991252234e-05
Senryu,Originality,"CL3_(-4, 0)_alpha",-0.2183582603580225,0.0016929819065429,-0.2183582603580225,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.0009335739921393798
Senryu,Creativity,"CL3_(-4, 0)_alpha",-0.3746130374471659,0.0016303747654085,-0.3746130374471659,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.001700273829426364
Control,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",-0.1617613938980059,0.0127571422165836,-0.1617613938980059,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.004254742799229484
Control,Vivid_Imagery,"CL3_(-4, 0)_alpha",-0.1870764799687562,0.0036003014772244,-0.1870764799687562,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.00011281441324259007
Control,Moved,"CL3_(-4, 0)_alpha",-0.1403561635277663,0.0341634152942288,-0.1403561635277663,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.005626141730373872
Control,Originality,"CL3_(-4, 0)_alpha",-0.1869115856639744,0.0043577865534919,-0.1869115856639744,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.0005464890391074944
Control,Creativity,"CL3_(-4, 0)_alpha",-0.3237486428422282,0.0038192347585118,-0.3237486428422282,CL3,"(-4, 0)",alpha,Linear,LightGBM,9.894455344422661e-05
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_beta",-0.0816099489380603,0.2138041060020439,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.0005127265241264673
Haiku,Vivid_Imagery,"CL3_(-4, 0)_beta",-0.0786538930686528,0.2355510852769459,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.04499271769530847
Haiku,Moved,"CL3_(-4, 0)_beta",0.0805519935559154,0.4787523428219301,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.000652377947714664
Haiku,Originality,"CL3_(-4, 0)_beta",0.0905335278284215,0.4336844560245805,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.006953459707373261
Haiku,Creativity,"CL3_(-4, 0)_beta",0.0596114182305626,0.6034019535594911,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,7.962328147799288e-05
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_beta",0.2146037080380921,0.0630929084959453,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.018431528428464423
Senryu,Vivid_Imagery,"CL3_(-4, 0)_beta",0.1308895023776987,0.2513582942384126,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,-0.0021574776543275883
Senryu,Moved,"CL3_(-4, 0)_beta",0.2530922469057735,0.0001379395926204,0.2530922469057735,CL3,"(-4, 0)",beta,Linear,LightGBM,-7.016125493986968e-05
Senryu,Originality,"CL3_(-4, 0)_beta",0.2755720721966833,3.5527690218247744e-05,0.2755720721966833,CL3,"(-4, 0)",beta,Linear,LightGBM,-0.000602954215474771
Senryu,Creativity,"CL3_(-4, 0)_beta",0.4934883973961791,1.746370866361165e-05,0.4934883973961791,CL3,"(-4, 0)",beta,Linear,LightGBM,0.00018642579463064537
Control,Aesthetic_Appeal,"CL3_(-4, 0)_beta",0.3056768617123879,2.0616882241065967e-06,0.3056768617123879,CL3,"(-4, 0)",beta,Linear,LightGBM,0.02642087344646972
Control,Vivid_Imagery,"CL3_(-4, 0)_beta",0.1138672126278393,0.0733066975640744,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.0024296299739275137
Control,Moved,"CL3_(-4, 0)_beta",0.2470470400874104,0.0001580409465019,0.2470470400874104,CL3,"(-4, 0)",beta,Linear,LightGBM,0.0021977412520577263
Control,Originality,"CL3_(-4, 0)_beta",0.3553374707343886,4.95330061005046e-08,0.3553374707343886,CL3,"(-4, 0)",beta,Linear,LightGBM,0.011727901724808075
Control,Creativity,"CL3_(-4, 0)_beta",0.5771409269957689,2.768258416781339e-07,0.5771409269957689,CL3,"(-4, 0)",beta,Linear,LightGBM,0.00043436145095528356
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_delta",-0.0815466648170151,0.0796686585985422,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL3_(-4, 0)_delta",-0.110219144299153,0.0195123701916297,-0.110219144299153,CL3,"(-4, 0)",delta,Linear,LightGBM,0.06266142452379321
Haiku,Moved,"CL3_(-4, 0)_delta",-0.1302865980835549,0.0998681975036615,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.012634688842040886
Haiku,Originality,"CL3_(-4, 0)_delta",-0.1071606865652429,0.1824866763083351,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.00162269421568074
Haiku,Creativity,"CL3_(-4, 0)_delta",-0.1392594667276454,0.0876037546614084,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.001220663757677759
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_delta",-0.1261529357152958,0.1539574009830327,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.0017654864959362605
Senryu,Vivid_Imagery,"CL3_(-4, 0)_delta",-0.100198243244221,0.2652273526814684,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,3.5448545863088126e-05
Senryu,Moved,"CL3_(-4, 0)_delta",-0.1159164250935507,0.0251825260798235,-0.1159164250935507,CL3,"(-4, 0)",delta,Linear,LightGBM,0.0004973965094957718
Senryu,Originality,"CL3_(-4, 0)_delta",-0.0314965181629742,0.5451042391971751,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,1.7048633585350495e-05
Senryu,Creativity,"CL3_(-4, 0)_delta",-0.1339990749901348,0.1295601248226487,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,-9.367782568534872e-07
Control,Aesthetic_Appeal,"CL3_(-4, 0)_delta",-0.0243390965958343,0.627231731382309,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.011867556530906634
Control,Vivid_Imagery,"CL3_(-4, 0)_delta",-0.0262432447478794,0.6009658116490255,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.00023410133660981187
Control,Moved,"CL3_(-4, 0)_delta",-0.0736190605624552,0.1498526783245073,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,-0.006208033876309649
Control,Originality,"CL3_(-4, 0)_delta",-0.0970363251528198,0.0571097943372034,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,2.434239432998537e-05
Control,Creativity,"CL3_(-4, 0)_delta",-0.1706591242233179,0.0515399828821348,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.0006847907549494108
