Stimulus,TargetScore,features,params,p_values,params_significant,Cluster,Time Period,Frequency,Estimator_x,Estimator_y,SHAP_value
Senryu,Vivid_Imagery,"CL2_(0, 5)_beta",-0.1931012556282552,0.2151775688622843,0.0,CL2,"(0, 5)",beta,Linear,LightGBM,-0.04452461593918407
Senryu,Moved,"CL2_(0, 5)_beta",-0.2476704446047897,0.0037760239071867,-0.2476704446047897,CL2,"(0, 5)",beta,Linear,LightGBM,5.40786013334425
Senryu,Originality,"CL2_(0, 5)_beta",-0.439028291673081,0.0041944170951299,-0.439028291673081,CL2,"(0, 5)",beta,Linear,LightGBM,0.574114313329946
Senryu,Creativity,"CL2_(0, 5)_beta",-0.4499055319352921,0.0024253866676037,-0.4499055319352921,CL2,"(0, 5)",beta,Linear,LightGBM,-0.2871074364719704
Control,Aesthetic_Appeal,"CL2_(0, 5)_beta",-0.2233386052762773,0.0621843491110436,0.0,CL2,"(0, 5)",beta,Linear,LightGBM,12.910537992410761
Control,Vivid_Imagery,"CL2_(0, 5)_beta",-0.0453086600762998,0.6982957000772609,0.0,CL2,"(0, 5)",beta,Linear,LightGBM,-1.159717883115667
Control,Moved,"CL2_(0, 5)_beta",-0.3028677088554862,0.0122400280994109,-0.3028677088554862,CL2,"(0, 5)",beta,Linear,LightGBM,5.04788016119504
Control,Originality,"CL2_(0, 5)_beta",-0.3106141599394137,0.0095941990608579,-0.3106141599394137,CL2,"(0, 5)",beta,Linear,LightGBM,-59.01389261869809
Control,Creativity,"CL2_(0, 5)_beta",-0.3783969290343789,0.0016475797362549,-0.3783969290343789,CL2,"(0, 5)",beta,Linear,LightGBM,-36.65385929106638
Haiku,Aesthetic_Appeal,"CL2_(0, 5)_delta",0.1955538312974007,0.1693342309258384,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,-12.03815129859448
Haiku,Vivid_Imagery,"CL2_(0, 5)_delta",0.2473027835166713,0.0025515770066912,0.2473027835166713,CL2,"(0, 5)",delta,Linear,LightGBM,268.7241887787635
Haiku,Moved,"CL2_(0, 5)_delta",0.291462329582993,0.0361034656621827,0.291462329582993,CL2,"(0, 5)",delta,Linear,LightGBM,0.25495684449717365
Haiku,Originality,"CL2_(0, 5)_delta",0.1294143895329618,0.3516657570099172,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,16.10751326378251
Haiku,Creativity,"CL2_(0, 5)_delta",0.104337953672577,0.4306117084631845,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,1.0603417498263503
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_delta",-0.0418123323112913,0.5974297023860957,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,-1.2353147910406441
Senryu,Vivid_Imagery,"CL2_(0, 5)_delta",-0.0159958628862638,0.8365737273524316,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,5.680060079523865
Senryu,Moved,"CL2_(0, 5)_delta",0.0603582743350171,0.1926898808926079,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,1.3958554008550224
Senryu,Originality,"CL2_(0, 5)_delta",0.0737002311301444,0.3472244274183793,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,-0.21964393266675636
Senryu,Creativity,"CL2_(0, 5)_delta",0.0650473810833913,0.3963417222077943,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,-2.635545757139084
Control,Aesthetic_Appeal,"CL2_(0, 5)_delta",0.1110889475595657,0.1280051283770933,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,95.98677800552916
Control,Vivid_Imagery,"CL2_(0, 5)_delta",0.0287421955603773,0.6854211665276537,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,-0.48000711739717583
Control,Moved,"CL2_(0, 5)_delta",0.1509401988901947,0.0410424106600269,0.1509401988901947,CL2,"(0, 5)",delta,Linear,LightGBM,10.71078263286609
Control,Originality,"CL2_(0, 5)_delta",0.0753742622904341,0.2960458231135047,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,0.0
Control,Creativity,"CL2_(0, 5)_delta",0.0926240775096198,0.1997064579029723,0.0,CL2,"(0, 5)",delta,Linear,LightGBM,1.1431888966377324
Haiku,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",0.12496658160296,0.3397762271727587,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-0.10196103643969143
Haiku,Vivid_Imagery,"CL2_(0, 5)_lower gamma",-0.0519570321375383,0.490038894117626,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-41.87179072454381
Haiku,Moved,"CL2_(0, 5)_lower gamma",0.1636691463491704,0.2270974830967013,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.21832597889700134
Haiku,Originality,"CL2_(0, 5)_lower gamma",0.07910058041349,0.5516048677852954,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,4.532336458821331
Haiku,Creativity,"CL2_(0, 5)_lower gamma",0.1557479701195881,0.2406233261028018,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,4.661475754004241
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",0.2272844906978867,0.1217385798239449,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-1.8955380149734875
Senryu,Vivid_Imagery,"CL2_(0, 5)_lower gamma",0.1227475649390017,0.403272522901813,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.14284308169464321
Senryu,Moved,"CL2_(0, 5)_lower gamma",0.2121707237495828,0.0093582927362542,0.2121707237495828,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.5639325980973396
Senryu,Originality,"CL2_(0, 5)_lower gamma",0.3319814562042615,0.0214907786252677,0.3319814562042615,CL2,"(0, 5)",lower gamma,Linear,LightGBM,1.5118095215462266
Senryu,Creativity,"CL2_(0, 5)_lower gamma",0.3524454913253084,0.0128664584460438,0.3524454913253084,CL2,"(0, 5)",lower gamma,Linear,LightGBM,0.8457608716408618
Control,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",0.0244820191303083,0.7791153176372129,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-9.153406121879442
Control,Vivid_Imagery,"CL2_(0, 5)_lower gamma",-0.0109239547106458,0.8985432068778334,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-2.4875084238349867
Control,Moved,"CL2_(0, 5)_lower gamma",0.1100370065535953,0.2130204470989439,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,5.295668622404634
Control,Originality,"CL2_(0, 5)_lower gamma",0.1129780192192419,0.2010921649454645,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-3.991620047197708
Control,Creativity,"CL2_(0, 5)_lower gamma",0.1403666908086176,0.1118514222422491,0.0,CL2,"(0, 5)",lower gamma,Linear,LightGBM,-6.783358889819171
Haiku,Aesthetic_Appeal,"CL2_(0, 5)_theta",-0.0388641862230611,0.7868708484773876,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL2_(0, 5)_theta",-0.1264452412341167,0.1268140346322167,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,210.85576880956194
Haiku,Moved,"CL2_(0, 5)_theta",-0.0917867867802953,0.5053212466382195,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-1.2042170693302503
Haiku,Originality,"CL2_(0, 5)_theta",0.0775185151126878,0.5729725481894075,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,11.715964025193498
Haiku,Creativity,"CL2_(0, 5)_theta",0.1539878486216503,0.2442837107590187,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-0.02263549829386579
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_theta",-0.2062586876266596,0.0482551976158499,-0.2062586876266596,CL2,"(0, 5)",theta,Linear,LightGBM,0.9295402963723914
Senryu,Vivid_Imagery,"CL2_(0, 5)_theta",0.0012885105617244,0.98997266705146,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.0
Senryu,Moved,"CL2_(0, 5)_theta",-0.092165570814459,0.1296822712432903,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-2.710444047712486
Senryu,Originality,"CL2_(0, 5)_theta",-0.1430270408855978,0.164805492982951,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.0865148962798649
Senryu,Creativity,"CL2_(0, 5)_theta",-0.0599050603173504,0.5701979481934354,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.49941748733169444
Control,Aesthetic_Appeal,"CL2_(0, 5)_theta",-0.0844026400273593,0.4718680588831039,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,-1.325360648278925
Control,Vivid_Imagery,"CL2_(0, 5)_theta",-0.148341827030443,0.1969135155122671,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.9366095981235197
Control,Moved,"CL2_(0, 5)_theta",-0.2132946951504418,0.0723441041569601,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,0.26446583113920297
Control,Originality,"CL2_(0, 5)_theta",-0.1678702144131211,0.1502758355658761,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,4.813359732404326
Control,Creativity,"CL2_(0, 5)_theta",-0.1906578071733194,0.1030156794855791,0.0,CL2,"(0, 5)",theta,Linear,LightGBM,1.2063873600858053
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_alpha",0.1427967400304791,0.4502641453600998,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,-0.007284958430484442
Haiku,Vivid_Imagery,"CL2_(5, 10)_alpha",0.0455093215937697,0.6544179409418347,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,21.0275614450309
Haiku,Moved,"CL2_(5, 10)_alpha",0.135900995668137,0.4348792059369737,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,7.942900701695069
Haiku,Originality,"CL2_(5, 10)_alpha",0.0905220931112719,0.6466277981643926,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,76.05352026754085
Haiku,Creativity,"CL2_(5, 10)_alpha",0.1196573111196177,0.5222373270164591,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,6.947487291323376
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_alpha",-0.2704582508400903,0.1298858402982643,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,2.4981133889462903
Senryu,Vivid_Imagery,"CL2_(5, 10)_alpha",-0.1914686217348667,0.2906604829486149,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,3.7848941213619414
Senryu,Moved,"CL2_(5, 10)_alpha",-0.1602747755942197,0.1225139597432185,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,2.2832030415236404
Senryu,Originality,"CL2_(5, 10)_alpha",-0.2564286436753193,0.1457669936346262,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,0.020618552372044848
Senryu,Creativity,"CL2_(5, 10)_alpha",-0.1533517880410928,0.3900806985302636,0.0,CL2,"(5, 10)",alpha,Linear,LightGBM,-0.32618090888410206
Control,Aesthetic_Appeal,"CL2_(5, 10)_alpha",0.2698278590729703,5.689792479959109e-05,0.2698278590729703,CL2,"(5, 10)",alpha,Linear,LightGBM,0.8838422616811255
Control,Vivid_Imagery,"CL2_(5, 10)_alpha",0.211354736354233,0.001586356107459,0.211354736354233,CL2,"(5, 10)",alpha,Linear,LightGBM,2.6676704454924356
Control,Moved,"CL2_(5, 10)_alpha",0.2673703944774289,9.069107788362344e-05,0.2673703944774289,CL2,"(5, 10)",alpha,Linear,LightGBM,-2.017710053618173
Control,Originality,"CL2_(5, 10)_alpha",0.3181058906103976,2.7482618874836536e-06,0.3181058906103976,CL2,"(5, 10)",alpha,Linear,LightGBM,0.19918213113422362
Control,Creativity,"CL2_(5, 10)_alpha",0.2251551679530893,0.0009742630414251,0.2251551679530893,CL2,"(5, 10)",alpha,Linear,LightGBM,0.8389872720348767
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_beta",-0.1231138389071757,0.4336479435343434,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,2.8911975139631916
Haiku,Vivid_Imagery,"CL2_(5, 10)_beta",-0.0120489679065838,0.8957623102495036,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-21.735882353593937
Haiku,Moved,"CL2_(5, 10)_beta",-0.169213478752765,0.2814155376252701,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,0.2699478659642402
Haiku,Originality,"CL2_(5, 10)_beta",-0.1927286125434334,0.2453358780361905,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,2.61528307059657
Haiku,Creativity,"CL2_(5, 10)_beta",-0.2211259898445127,0.1482240029074269,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,2.419637299783503
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_beta",-0.1702850860957316,0.4378277784997421,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-0.6521742109898028
Senryu,Vivid_Imagery,"CL2_(5, 10)_beta",-0.0543663253701076,0.8008939044296931,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-0.058579685254940235
Senryu,Moved,"CL2_(5, 10)_beta",-0.0298671014400424,0.8067022922622284,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,0.6410338068783994
Senryu,Originality,"CL2_(5, 10)_beta",-0.0292060745879756,0.8887038723795353,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,0.47166040131494613
Senryu,Creativity,"CL2_(5, 10)_beta",-0.0940670750293261,0.654750875094267,0.0,CL2,"(5, 10)",beta,Linear,LightGBM,-0.6474332741862937
Control,Aesthetic_Appeal,"CL2_(5, 10)_beta",-0.3590992365804614,0.0002587285355809,-0.3590992365804614,CL2,"(5, 10)",beta,Linear,LightGBM,6.325006450685213
Control,Vivid_Imagery,"CL2_(5, 10)_beta",-0.2842204678153783,0.0036091604222143,-0.2842204678153783,CL2,"(5, 10)",beta,Linear,LightGBM,-0.6668085553183446
Control,Moved,"CL2_(5, 10)_beta",-0.3815071935128782,0.0001545226745774,-0.3815071935128782,CL2,"(5, 10)",beta,Linear,LightGBM,0.298023524303078
Control,Originality,"CL2_(5, 10)_beta",-0.4199444730264023,4.434213321513082e-05,-0.4199444730264023,CL2,"(5, 10)",beta,Linear,LightGBM,-0.26379646539410034
Control,Creativity,"CL2_(5, 10)_beta",-0.3926255527317299,0.0001109414394676,-0.3926255527317299,CL2,"(5, 10)",beta,Linear,LightGBM,29.988037059083656
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_delta",-0.1644714585955324,0.2630909790542449,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,2.149406432025767
Haiku,Vivid_Imagery,"CL2_(5, 10)_delta",-0.0364473128464511,0.6761533750012803,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-21.26240087256365
Haiku,Moved,"CL2_(5, 10)_delta",0.0629579833697946,0.6656702464776718,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-0.028668835836846564
Haiku,Originality,"CL2_(5, 10)_delta",-0.1779294932313582,0.241860304670646,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,58.85918666160638
Haiku,Creativity,"CL2_(5, 10)_delta",-0.1086023428866359,0.4768030300557291,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.11558838340493148
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_delta",0.0851773816402675,0.3643807207316712,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-2.1140762572299945
Senryu,Vivid_Imagery,"CL2_(5, 10)_delta",0.086601396659821,0.3125097794580173,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-7.955375098828367
Senryu,Moved,"CL2_(5, 10)_delta",9.888626042785138e-05,0.9984875234630104,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.5289016388422152
Senryu,Originality,"CL2_(5, 10)_delta",-0.0406898254850602,0.6337495186306528,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,7.238151575296361
Senryu,Creativity,"CL2_(5, 10)_delta",0.0579928889214886,0.4895501144022433,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,39.236492719564104
Control,Aesthetic_Appeal,"CL2_(5, 10)_delta",0.0130487290733589,0.8714328824088157,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,18.66038328691743
Control,Vivid_Imagery,"CL2_(5, 10)_delta",0.0671674099939658,0.3907898119512395,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,2.3226391481641007
Control,Moved,"CL2_(5, 10)_delta",-0.0554466328523127,0.5697077075318302,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-5.1940198009053695
Control,Originality,"CL2_(5, 10)_delta",-0.0865714403707095,0.3517753268912598,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,-0.126524225227663
Control,Creativity,"CL2_(5, 10)_delta",-0.0989191888178548,0.2980947852901291,0.0,CL2,"(5, 10)",delta,Linear,LightGBM,0.04137722323399377
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",0.1812626672745352,0.0415557838129621,0.1812626672745352,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-3.5689969505151398
Haiku,Vivid_Imagery,"CL2_(5, 10)_lower gamma",0.037451242014538,0.4734366977490274,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,76.88175554489855
Haiku,Moved,"CL2_(5, 10)_lower gamma",0.1821401988115754,0.0456905065626561,0.1821401988115754,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.8411148505454071
Haiku,Originality,"CL2_(5, 10)_lower gamma",0.2097905561068575,0.0233560674803726,0.2097905561068575,CL2,"(5, 10)",lower gamma,Linear,LightGBM,6.163759387326692
Haiku,Creativity,"CL2_(5, 10)_lower gamma",0.2582382796475179,0.0046875209387024,0.2582382796475179,CL2,"(5, 10)",lower gamma,Linear,LightGBM,5.34488188060056
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",0.2587830227992332,0.0589469183283164,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-2.5152461863169697
Senryu,Vivid_Imagery,"CL2_(5, 10)_lower gamma",0.1034909382343957,0.4262628415056886,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-24.34203116919255
Senryu,Moved,"CL2_(5, 10)_lower gamma",0.0717817037103327,0.3343853031044126,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,4.483845564009471
Senryu,Originality,"CL2_(5, 10)_lower gamma",0.1277037805958289,0.3388197449661601,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,2.1481845154715518
Senryu,Creativity,"CL2_(5, 10)_lower gamma",0.1551800505754467,0.2383951292970135,0.0,CL2,"(5, 10)",lower gamma,Linear,LightGBM,0.25449779864113725
Control,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",0.3088659131881119,7.403720157652767e-06,0.3088659131881119,CL2,"(5, 10)",lower gamma,Linear,LightGBM,1.0635668072026254
Control,Vivid_Imagery,"CL2_(5, 10)_lower gamma",0.159341395775065,0.0198007138283577,0.159341395775065,CL2,"(5, 10)",lower gamma,Linear,LightGBM,7.41908774842695
Control,Moved,"CL2_(5, 10)_lower gamma",0.3190045833512513,4.754574761746738e-06,0.3190045833512513,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-1.0922383222806498
Control,Originality,"CL2_(5, 10)_lower gamma",0.2900682623084664,3.714936356161592e-05,0.2900682623084664,CL2,"(5, 10)",lower gamma,Linear,LightGBM,2.2382827793823887
Control,Creativity,"CL2_(5, 10)_lower gamma",0.3190621272299261,5.396033979070924e-06,0.3190621272299261,CL2,"(5, 10)",lower gamma,Linear,LightGBM,-10.957812804249656
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_theta",-0.0904768054245954,0.6970441454992835,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-3.416929704824388
Haiku,Vivid_Imagery,"CL2_(5, 10)_theta",-0.0480397704144802,0.7234597635963025,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,166.8306571309257
Haiku,Moved,"CL2_(5, 10)_theta",-0.1787074479000929,0.4259520981108994,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-0.17267325661819413
Haiku,Originality,"CL2_(5, 10)_theta",0.1721872105135435,0.4922602891456166,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,1.2987410122736207
Haiku,Creativity,"CL2_(5, 10)_theta",0.0499535638063463,0.8374436562545102,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.0
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_theta",0.2367417387531276,0.0973732783596817,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,1.0515737687575153
Senryu,Vivid_Imagery,"CL2_(5, 10)_theta",0.071924235345846,0.5965849403219747,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.1544190292712292
Senryu,Moved,"CL2_(5, 10)_theta",0.1330380638631248,0.1118323383991875,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-0.2985318310672647
Senryu,Originality,"CL2_(5, 10)_theta",0.1943335546737652,0.1514277624598965,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.09584401567991603
Senryu,Creativity,"CL2_(5, 10)_theta",0.0730440774499366,0.5962876581874861,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.0
Control,Aesthetic_Appeal,"CL2_(5, 10)_theta",-0.0885662483279708,0.3756403497108856,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-0.39304186981414846
Control,Vivid_Imagery,"CL2_(5, 10)_theta",-0.1370420831560788,0.1636163674021307,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-0.2378383089839747
Control,Moved,"CL2_(5, 10)_theta",0.0318976922165413,0.7769980762576277,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.5693877824670875
Control,Originality,"CL2_(5, 10)_theta",0.0486909294066465,0.6560547278660209,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,-0.31450515808976426
Control,Creativity,"CL2_(5, 10)_theta",0.0890456732713045,0.4212838003797855,0.0,CL2,"(5, 10)",theta,Linear,LightGBM,0.6927566005559649
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",-0.0009659182810314,0.9930177665026868,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,-9.927327210758186
Haiku,Vivid_Imagery,"CL3_(-4, 0)_alpha",-0.0330140365787542,0.6080054697329764,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,175.4345561396938
Haiku,Moved,"CL3_(-4, 0)_alpha",-0.1904511979382655,0.0859368389365741,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.5217402296787483
Haiku,Originality,"CL3_(-4, 0)_alpha",-0.2802316912541634,0.0125117183256384,-0.2802316912541634,CL3,"(-4, 0)",alpha,Linear,LightGBM,24.87218306076233
Haiku,Creativity,"CL3_(-4, 0)_alpha",-0.2184571751739998,0.0482779830586981,-0.2184571751739998,CL3,"(-4, 0)",alpha,Linear,LightGBM,32.44453260928519
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",-0.1030036879612391,0.3892453609328169,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,4.174264461175008
Senryu,Vivid_Imagery,"CL3_(-4, 0)_alpha",-0.0932398143798867,0.4325394267288454,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,-0.0006782055983702694
Senryu,Moved,"CL3_(-4, 0)_alpha",-0.1454469740249336,0.036040632694881,-0.1454469740249336,CL3,"(-4, 0)",alpha,Linear,LightGBM,1.0655898742001029
Senryu,Originality,"CL3_(-4, 0)_alpha",-0.4253850710358307,0.000338265000825,-0.4253850710358307,CL3,"(-4, 0)",alpha,Linear,LightGBM,3.0714584341385596
Senryu,Creativity,"CL3_(-4, 0)_alpha",-0.1624538579187265,0.1723805247617186,0.0,CL3,"(-4, 0)",alpha,Linear,LightGBM,5.593900898812738
Control,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",-0.1617613938980059,0.0127571422165836,-0.1617613938980059,CL3,"(-4, 0)",alpha,Linear,LightGBM,13.998103809465004
Control,Vivid_Imagery,"CL3_(-4, 0)_alpha",-0.2227261215892544,0.0005277381415301,-0.2227261215892544,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.1098939929491746
Control,Moved,"CL3_(-4, 0)_alpha",-0.1403561635277663,0.0341634152942288,-0.1403561635277663,CL3,"(-4, 0)",alpha,Linear,LightGBM,18.51000629293004
Control,Originality,"CL3_(-4, 0)_alpha",-0.2148129165223798,0.0010533243094051,-0.2148129165223798,CL3,"(-4, 0)",alpha,Linear,LightGBM,1.7979489386636567
Control,Creativity,"CL3_(-4, 0)_alpha",-0.2213331153812245,0.0008124540471501,-0.2213331153812245,CL3,"(-4, 0)",alpha,Linear,LightGBM,0.32552758083150557
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_beta",-0.063106711101388,0.5794446781862664,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,1.6868702643760776
Haiku,Vivid_Imagery,"CL3_(-4, 0)_beta",-0.0786538930686528,0.2355510852769459,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,148.02604121756488
Haiku,Moved,"CL3_(-4, 0)_beta",0.0805519935559154,0.4787523428219301,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,1.0301566797876043
Haiku,Originality,"CL3_(-4, 0)_beta",0.0905335278284215,0.4336844560245805,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,22.87688243725803
Haiku,Creativity,"CL3_(-4, 0)_beta",0.11229895329817,0.3276732342223634,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.2619605960625966
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_beta",0.2146037080380921,0.0630929084959453,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,0.7111353795904118
Senryu,Vivid_Imagery,"CL3_(-4, 0)_beta",0.0932120248499787,0.4142391422341202,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,-7.098101482737766
Senryu,Moved,"CL3_(-4, 0)_beta",0.3006238047587322,6.0205864148127e-06,0.3006238047587322,CL3,"(-4, 0)",beta,Linear,LightGBM,-2.7247928356216597
Senryu,Originality,"CL3_(-4, 0)_beta",0.4869222970814783,2.7391222385027893e-05,0.4869222970814783,CL3,"(-4, 0)",beta,Linear,LightGBM,-1.9837193689119967
Senryu,Creativity,"CL3_(-4, 0)_beta",0.4473205044859391,9.959331064264796e-05,0.4473205044859391,CL3,"(-4, 0)",beta,Linear,LightGBM,0.6133408643348233
Control,Aesthetic_Appeal,"CL3_(-4, 0)_beta",0.3056768617123879,2.0616882241065967e-06,0.3056768617123879,CL3,"(-4, 0)",beta,Linear,LightGBM,86.92467363888538
Control,Vivid_Imagery,"CL3_(-4, 0)_beta",0.1190447527472397,0.0611521607360675,0.0,CL3,"(-4, 0)",beta,Linear,LightGBM,4.592252882699818
Control,Moved,"CL3_(-4, 0)_beta",0.2470470400874104,0.0001580409465019,0.2470470400874104,CL3,"(-4, 0)",beta,Linear,LightGBM,7.23056871926992
Control,Originality,"CL3_(-4, 0)_beta",0.3548389440468822,5.164972231124782e-08,0.3548389440468822,CL3,"(-4, 0)",beta,Linear,LightGBM,38.584796674618566
Control,Creativity,"CL3_(-4, 0)_beta",0.3503578834287897,9.273557465814324e-08,0.3503578834287897,CL3,"(-4, 0)",beta,Linear,LightGBM,1.429049173642883
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_delta",-0.1176239341644503,0.1543951055830876,0.0,CL3,"(-4, 0)",delta,Linear,LightGBM,0.0
Haiku,Vivid_Imagery,"CL3_(-4, 0)_delta",-0.110219144299153,0.0195123701916297,-0.110219144299153,CL3,"(-4, 0)",delta,Linear,LightGBM,206.15608668327968
